acresburned,adminunit,archiveyear,county,extinguished,fatalities,latitude,firelocation,longitude,firename,searchdescription,started,structuresdamaged,structuresdestroyed,structuresevacuated,structuresthreatened,timestarted,timeextinguished,dayofweekstartedname,dayofweekstartednum,duration,date_established,population_jul_2019,areasqmi,areakm2,popdensitypersqmi,caucus
10343.0,CAL FIRE/Fresno County Fire,2017,Fresno,2018-01-09 10:04:00+00:00,,36.12089,"off of Hwy 198 & Fire Stone, south of Coalinga",-120.37116,Elm Fire,"The Elm Fire started on May 18, 2017 off of Hwy 198 & Alcalde Rd, south of Coalinga in Fresno County and burned 10,343 acres. ",2017-05-18 13:11:00+00:00,,,,,2017-05-18 13:11:00+00:00,2018-01-09 10:04:00+00:00,Thu,4,235.8701388888889,1856,1008654,5963,15444,169.15210464531276,Urban
5738.0,CAL FIRE Fresno Kings Unit,2017,Fresno,2018-01-09 09:51:00+00:00,,36.07228,Off of Hwy 33 and Lost Hills south of Coalinga,-120.26561,Jayne Fire,"Jayne Fire started on April 20, 2017 off of Highway 33 and Lost Hills, Fresno County and burned 5,738 acres.",2017-04-20 15:40:00+00:00,,,,,2017-04-20 15:40:00+00:00,2018-01-09 09:51:00+00:00,Thu,4,263.7576388888889,1856,1008654,5963,15444,169.15210464531276,Urban
1649.0,CAL FIRE / Fresno County Fire,2017,"Fresno, San Diego, Santa Clara",2018-01-09 11:58:00+00:00,,35.95910999999999,"Parkfield Rd and Hwy 198, 7 miles west of Coalinga",-120.55579,Park Fire,"The Park Fire started on July 17, 2017 off Parkfield Rd and Hwy 198, 7 miles west of Coalinga in Fresno County and burned 1,649 acres.",2017-07-17 13:15:00+00:00,,,,5.0,2017-07-17 13:15:00+00:00,2018-01-09 11:58:00+00:00,Mon,1,175.94652777777782,1856,1008654,5963,15444,169.15210464531276,"Urban, Urban, Urban"
1538.0,CAL FIRE / Fresno County Fire,2017,Fresno,2018-01-09 11:41:00+00:00,,36.269125,"off Los Gatos Creek Rd, west of Coalinga",-120.620791,Derrick Fire,"The Derrick Fire started on July 2, 2017 off Los Gatos Creek Rd, west of Coalinga (Fresno County) and burned 1,538 acres.",2017-07-02 22:28:00+00:00,,,,,2017-07-02 22:28:00+00:00,2018-01-09 11:41:00+00:00,Sun,0,190.55069444444447,1856,1008654,5963,15444,169.15210464531276,Urban
976.0,Fresno County Fire ,2017,Fresno,2018-01-09 09:52:00+00:00,,36.530836," El Dorado Ave & Kamm Ave, northeast of Coalinga",-120.206592,El Dorado Fire,"The El Dorado Fire started on August 28, 2017 off of El Dorado Ave & Kamm Ave, northeast of Coalinga in Fresno County and burned 976 acres.",2017-04-28 15:40:00+00:00,,,,,2017-04-28 15:40:00+00:00,2018-01-09 09:52:00+00:00,Fri,5,255.75833333333333,1856,1008654,5963,15444,169.15210464531276,Urban
450.0,CAL FIRE/Fresno County Fire,2017,Fresno,2018-01-09 10:30:00+00:00,,36.616986,"off South Monterey Ave. & W South Ave., near Tranquillity ",-120.369347,Monterey Fire,"The Monterey Fire started on June 11, 2017 near Tranquillity in Fresno County and burned 450 acres.",2017-06-11 17:15:00+00:00,,,,,2017-06-11 17:15:00+00:00,2018-01-09 10:30:00+00:00,Sun,0,211.71875,1856,1008654,5963,15444,169.15210464531276,Urban
400.0,CAL FIRE/Fresno County Fire,2017,Fresno,2018-01-09 09:55:00+00:00,,36.45491,"off Sonoma Ave & Cerini Ave, west of Helm ",-120.2445,Sonoma Fire,"The Sonoma Fire started on May 10 off Sonoma Ave & Cerini Ave, west of Helm in Fresno County and burned 400 acres. ",2017-05-10 15:27:00+00:00,,,,,2017-05-10 15:27:00+00:00,2018-01-09 09:55:00+00:00,Wed,3,243.7694444444444,1856,1008654,5963,15444,169.15210464531276,Urban
186.0,CAL FIRE Fresno Unit / Fresno County Fire,2017,Fresno,2018-01-09 10:30:00+00:00,,36.704679,"Jensen Ave at Ohio Ave, Mendota",-120.405077,Wild Fire,"The Wild Fire started on June 11, 2017 off of Jensen Ave at Ohio Ave, Mendota (Fresno County) and burned 186 acres.",2017-06-11 10:46:00+00:00,,,,,2017-06-11 10:46:00+00:00,2018-01-09 10:30:00+00:00,Sun,0,211.98888888888888,1856,1008654,5963,15444,169.15210464531276,Urban
126.0,CAL FIRE Fresno-Kings Unit,2017,Fresno,2018-01-09 09:52:00+00:00,,36.5355,"Panoche Rd, 5 miles west of I-5",-120.6585,Tumey Fire,"The Tumey Fire Started on April 29, 2017, off Panoche Rd, 5 miles west of I-5 in Fresno County and burned 126 acres. ",2017-04-29 17:15:00+00:00,,,,,2017-04-29 17:15:00+00:00,2018-01-09 09:52:00+00:00,Sat,6,254.69236111111115,1856,1008654,5963,15444,169.15210464531276,Urban
102.0,CAL FIRE Fresno-Kings Unit,2017,Fresno,2018-01-09 12:48:00+00:00,,36.36113,"Mendota Road and Interstate 5, 12 miles north of Coalinga",-120.32685,Coalinga Fire,"The Coalinga Fire started August 30 2017 off Mendota Road and Interstate 5, 12 miles north of Coalinga (Fresno County) and burned 102 acres.",2017-08-30 16:51:00+00:00,,,,,2017-08-30 16:51:00+00:00,2018-01-09 12:48:00+00:00,Wed,3,131.83124999999998,1856,1008654,5963,15444,169.15210464531276,Urban
100.0,CAL FIRE Fresno-Kings Unit,2017,"Fresno, San Luis Obispo, Monterey",2018-01-09 12:51:00+00:00,,36.09486,"Hwy 198 and Mineral Springs Rd., 9 miles west of Coalinga",-120.52188999999998,Parkfield Fire,"The Parkfield Fire started September Hwy 198 and Mineral Springs Rd., 9 miles west of Coalinga (Fresno County) and burned 100 acres.",2017-09-03 09:23:00+00:00,,,,,2017-09-03 09:23:00+00:00,2018-01-09 12:51:00+00:00,Sun,0,128.14444444444445,1856,1008654,5963,15444,169.15210464531276,"Urban, Suburban, Suburban"
91.0,CAL FIRE/Fresno County Fire,2017,Fresno,2018-01-09 11:45:00+00:00,,36.95104,"off Auberry Rd, north of Clovis",-119.65621000000002,Auberry Fire,"The Auberry Fire started on July 5th, 2017 off Auberry Rd. north of Clovis (Fresno County) and burned 91 acres.",2017-07-05 15:40:00+00:00,,5.0,,,2017-07-05 15:40:00+00:00,2018-01-09 11:45:00+00:00,Wed,3,187.8368055555556,1856,1008654,5963,15444,169.15210464531276,Urban
76.0,CALFIRE/Fresno County Fire,2017,Fresno,2018-01-09 10:31:00+00:00,,36.8005,near Tivy Mountain,-119.35901,Tivy Fire,"The Tivy Fire started on June 11, 2017 near Tivy Mountain in Fresno County and burned 76 acres.",2017-06-11 22:45:00+00:00,,,,,2017-06-11 22:45:00+00:00,2018-01-09 10:31:00+00:00,Sun,0,211.49027777777775,1856,1008654,5963,15444,169.15210464531276,Urban
70.0,CAL FIRE Fresno-Kings Unit,2017,Fresno,2018-01-09 10:05:00+00:00,,36.60736,"Interstate 5 and Manning Avenue, north of Coalinga",-120.5828,Manning Fire,"The Manning Fire started on May 19, 2017 off of Interstate 5 and Manning Avenue, north of Coalinga (Fresno County) and burned 70 acres.",2017-05-19 23:28:00+00:00,,,,,2017-05-19 23:28:00+00:00,2018-01-09 10:05:00+00:00,Fri,5,234.44236111111115,1856,1008654,5963,15444,169.15210464531276,Urban
69.0,CAL FIRE / Fresno County Fire,2017,"Fresno, Fresno, Siskiyou, Ventura, San Luis Obispo",2018-01-09 12:46:00+00:00,,36.7279,Hwy 180 from Hills Valley to Ruth Hill,-119.28241,Hill Fire,"The Hill fire started on August 27, 2017 of Hwy 180 in Fresno County and burned 69 acres.",2017-08-27 18:47:00+00:00,,,,,2017-08-27 18:47:00+00:00,2018-01-09 12:46:00+00:00,Sun,0,134.74930555555557,1856,1008654,5963,15444,169.15210464531276,"Urban, Urban, Rural, Urban, Suburban"
57.0,CAL FIRE / Fresno County Fire,2017,Fresno,2018-01-09 11:43:00+00:00,,36.81476,"Ashland and Riverbend Ave, Sanger City",-119.51592,Freedom Fire,"The Freedom Fire started on July 4, 2017 near Ashland and Riverbend Ave, Sanger City (Fresno County) and burned 57 acres.",2017-07-04 13:21:00+00:00,,,,,2017-07-04 13:21:00+00:00,2018-01-09 11:43:00+00:00,Tue,2,188.93194444444444,1856,1008654,5963,15444,169.15210464531276,Urban
31.0,CAL FIRE / Fresno County Fire,2017,Fresno,2018-01-09 12:44:00+00:00,,36.099681,"off of Highway 198 west of Parsons Road, Coalinga",-120.443545,Juniper Fire,"The Juniper Fire started on August 23, 2017 off of Highway 198 west of Parsons Road in Coalinga (Fresno County) and burned 31 acres. ",2017-08-23 13:28:00+00:00,,,,,2017-08-23 13:28:00+00:00,2018-01-09 12:44:00+00:00,Wed,3,138.96944444444443,1856,1008654,5963,15444,169.15210464531276,Urban
18.0,CAL FIRE Fresno-Kings Unit,2017,"Fresno, San Benito, San Benito",2018-01-09 10:21:00+00:00,,36.61332,off Panoche Rd. 4 miles W of I-5 (Fresno County). ,-120.7109,Panoche Fire,"The Panoche Fire started on May 28, 2017 off Ponache Rd, 4 miles west of I-5 in Fresno County and burned 18 acres.",2017-05-28 16:16:00+00:00,,,,,2017-05-28 16:16:00+00:00,2018-01-09 10:21:00+00:00,Sun,0,225.75347222222217,1856,1008654,5963,15444,169.15210464531276,"Urban, Rural, Rural"
16.0,CAL FIRE Fresno-Kings Unit,2017,Fresno,2018-01-09 10:17:00+00:00,,36.96642,"off Millerton Rd. and Rusty Spur Ln., 10 miles N. of Clovis",-119.58292,Rusty Fire,"The Rusty Fire started on May 28, 2017 off Millerton Rd and Rusty Spur Ln, 10 miles north of Clovis Fresno County and burned 16 acres.",2017-05-28 07:49:00+00:00,,,,,2017-05-28 07:49:00+00:00,2018-01-09 10:17:00+00:00,Sun,0,226.10277777777776,1856,1008654,5963,15444,169.15210464531276,Urban
10.0,CAL FIRE / Fresno County Fire,2017,Fresno,2018-01-09 13:19:00+00:00,,37.10067,"Indian Rock Rd and Musick Creek Lane, Community of Shaver Lake",-119.32108999999998,Shaver Fire,"The Shaver fire started on September 11, 2017 off Indian Rock Rd and Musick Creek Lane, Community of Shaver Lake in Fresno County and burned 9 acres.",2017-09-11 10:00:00+00:00,,,,,2017-09-11 10:00:00+00:00,2018-01-09 13:19:00+00:00,Mon,1,120.13819444444445,1856,1008654,5963,15444,169.15210464531276,Urban
108.0,CAL FIRE Fresno-Kings Unit,2018,Fresno,2019-01-04 10:22:00+00:00,,36.75581,"Cobblestone Lane and Thernal Road, Tivy Valley",-119.42172,Cobble Fire,"The Cobble Fire started on May 26, 2018 off Cobblestone Lane and Thernal Road, Tivy Valley in Fresno County. The fire burned 108 acres and was 100% contained on May 27, 2018.",2018-05-26 14:52:00+00:00,,,,,2018-05-26 14:52:00+00:00,2019-01-04 10:22:00+00:00,Sat,6,222.8125,1856,1008654,5963,15444,169.15210464531276,Urban
76.0,CAL FIRE Fresno-Kings Unit,2018,Fresno,2019-01-04 09:59:00+00:00,,36.696879,"Anchor Ave and Hills Valley Rd, north of Orange Cove",-119.304499,Anchor Fire,"The Anchor Fire started on June 27, 2018 off Anchor Ave and Hills Valley Rd, north of Orange Cove in Fresno County. ",2018-06-27 12:39:00+00:00,,,,,2018-06-27 12:39:00+00:00,2019-01-04 09:59:00+00:00,Wed,3,190.88888888888889,1856,1008654,5963,15444,169.15210464531276,Urban
30.0,CAL FIRE / Fresno County Fire,2018,Fresno,2019-01-03 09:46:00+00:00,,35.92436,"25th Ave & Ultica Ave, south of Kettleman City",-119.94083,Aqueduct Fire,"The Aqueduct Fire started on April 12, 2018 off 25th Ave & Ultica Ave, south of Kettleman City (Fresno County)and burned 30 acres.",2018-04-12 14:30:00+00:00,,,,,2018-04-12 14:30:00+00:00,2019-01-03 09:46:00+00:00,Thu,4,265.8027777777777,1856,1008654,5963,15444,169.15210464531276,Urban
13.0,CAL FIRE Fresno-Kings Unit,2018,Fresno,2019-01-04 10:18:00+00:00,,36.10499,"Hwy 198 and Coldwell Ln, 10 miles west of Coalinga",-120.55324,Coldwell Fire,"The Coldwell Fire started June 2 2018 near Hwy 198 and Coldwell Ln, 10 miles west of Coalinga (Fresno County)Is 100% contained at 13 acres on June 3 2018.",2018-06-02 09:55:00+00:00,,,,,2018-06-02 09:55:00+00:00,2019-01-04 10:18:00+00:00,Sat,6,216.01597222222225,1856,1008654,5963,15444,169.15210464531276,Urban
137.0,CAL FIRE Fresno-Kings Unit,2019,Fresno,2019-10-19 15:00:00+00:00,,36.319291,"Los Gatos Creek Road and Joaquin Rocks Lookout Road, east of Coalinga",-120.460189,Mud Fire ,"The Mud Fire started October 18, 2019 off Los Gatos Creek Road and Joaquin Rocks Lookout Road, east of Coalinga in Fresno County.",2019-10-18 12:17:32+00:00,,,,,2019-10-18 12:17:32+00:00,2019-10-19 15:00:00+00:00,Fri,5,1.112824074074074,1856,1008654,5963,15444,169.15210464531276,Urban
14754.0,Klamath National Forest,2013,Siskiyou,2013-08-31 06:45:00+00:00,,41.32,"North Fork of the Salmon River, West of Sawyers Bar, Klamath National Forest",-123.176,Salmon River Complex,"The Salmon River Complex burned in July and August 2013 near North Fork of the Salmon River, West of Sawyers Bar, on Klamath National Forest in Siskiyou County. ",2013-07-31 22:00:00+00:00,,,,,2013-07-31 22:00:00+00:00,2013-08-31 06:45:00+00:00,Wed,3,30.36458333333333,1852,44076,6287,16283,7.010656911086368,Rural
50.0,CAL FIRE Siskiyou Unit,2013,Siskiyou,2013-08-15 17:00:00+00:00,,41.923323,"Cottonwood Creek Rd., 2 miles north of Hornbrook",-122.578393,Cottonwood Fire,"The Cottonwood Fire burned in August 2013 off Cottonwood Creek Road, 2 miles north of Hornbrook in Siskiyou County. ",2013-08-15 14:40:00+00:00,,,,,2013-08-15 14:40:00+00:00,2013-08-15 17:00:00+00:00,Thu,4,0.09722222222222222,1852,44076,6287,16283,7.010656911086368,Rural
5503.0,CAL FIRE Siskiyou Unit / USFS-Klamath National Forest,2014,Siskiyou,2014-08-18 10:00:00+00:00,,41.682,near Little Deer Mountain along Highway 97,-122.127,Little Deer Fire,"The Little Deer Fire started on July 31, 2014 and burned 5,503 acres north of Grass Lake near Little Deer Mountain along Highway 97 in Siskiyou County",2014-07-31 17:45:00+00:00,,,,,2014-07-31 17:45:00+00:00,2014-08-18 10:00:00+00:00,Thu,4,17.677083333333332,1852,44076,6287,16283,7.010656911086368,Rural
516.0,CAL FIRE Siskiyou Unit,2014,Siskiyou,2014-10-11 18:50:00+00:00,,41.42384000000001,City of Weed,-122.37432,Boles Fire,"The Boles Fire started on September 15, 2014 and burned 479 acres in and around the City of Weed in Siskiyou County. ",2014-09-15 13:38:00+00:00,7.0,165.0,,1100.0,2014-09-15 13:38:00+00:00,2014-10-11 18:50:00+00:00,Mon,1,26.21666666666667,1852,44076,6287,16283,7.010656911086368,Rural
0.0,US Forest Service - Klamath National Forest,2014,Siskiyou,2014-08-14 09:30:00+00:00,,41.79600000000001,in the Happy Camp area,-123.374,Happy Camp Complex,"The Happy Camp Complex started on August 11, 2014 and is burning in the Happy Camp area on the Klamath National Forest in Siskiyou County",2014-08-11 22:00:00+00:00,,,,,2014-08-11 22:00:00+00:00,2014-08-14 09:30:00+00:00,Mon,1,2.4791666666666665,1852,44076,6287,16283,7.010656911086368,Rural
200.0,Shasta-Trinity National Forest,2015,Siskiyou,2015-03-02 09:00:00+00:00,,41.485,"Approx. 18 miles northeast of McCloud, just south of Horse Peak",-121.851,Stephens Fire,"The Stephens Fire burned 200 acres about 18 miles northeast of McCloud, just south of Horse Peak on the Shasta-Trinity National Forest(Siskiyou County) in February 2015. ",2015-02-24 12:15:00+00:00,,,,,2015-02-24 12:15:00+00:00,2015-03-02 09:00:00+00:00,Tue,2,5.864583333333335,1852,44076,6287,16283,7.010656911086368,Rural
181.0,CAL FIRE Siskiyou Unit ,2015,Siskiyou,2015-07-14 08:30:00+00:00,,41.8048,5 miles North of the community of Montague on Cooley Rd,-122.5029,Cooley Fire,"Cooley Fire started on July 13 north of Montague on Cooley Road, in Siskiyou County and burned 181 acres. ",2015-07-13 17:56:00+00:00,,,,,2015-07-13 17:56:00+00:00,2015-07-14 08:30:00+00:00,Mon,1,0.6069444444444444,1852,44076,6287,16283,7.010656911086368,Rural
24.0,CAL FIRE Siskiyou Unit,2015,Siskiyou,2015-07-22 17:00:00+00:00,,41.999341,"Off Hwy 161 & Hwy 97, northeast of Dorris",-121.891226,Dorris Fire,"The Dorris Fire started on July 21, 2015 off Hwy 161 & Hwy 97, northeast of Dorris and burned 24 acres.",2015-07-21 17:00:00+00:00,,,,,2015-07-21 17:00:00+00:00,2015-07-22 17:00:00+00:00,Tue,2,1.0,1852,44076,6287,16283,7.010656911086368,Rural
33867.0,USFS Klamath National Forest,2016,Siskiyou,2016-08-28 18:15:00+00:00,,41.851000000000006,"off Seiad Creek Rd, 5 miles northeast o Seiad Valley",-123.118,Gap Fire,"The Gap Fire started on August 27, 2016 off Seiad Creek Rd, 5 miles northeast of Seiad Valley (Siskiyou County).",2016-08-27 18:00:00+00:00,,,,,2016-08-27 18:00:00+00:00,2016-08-28 18:15:00+00:00,Sat,6,1.0104166666666667,1852,44076,6287,16283,7.010656911086368,Rural
2860.0,USFS Klamath National Forest ,2016,Siskiyou,2016-11-08 10:15:00+00:00,,41.62300000000001,15 miles SW of Happy Camp (Siskiyou County),-123.557,Pony Fire,The Pony fire burned in the Klamath NF 15 miles SW of Happy Camp in Siskiyou County in June 2016,2016-06-07 02:45:00+00:00,,,,,2016-06-07 02:45:00+00:00,2016-11-08 10:15:00+00:00,Tue,2,154.3125,1852,44076,6287,16283,7.010656911086368,Rural
710.0,CAL FIRE Siskiyou Unit,2016,"Siskiyou, Ventura, Lake, Lake, Mendocino",2016-08-30 06:45:00+00:00,,41.7813,"off Hwy 263, 2 miles north of Yreka ",-122.611,Grade Fire,The Grade Fire burned off Hwy 263 2 miles north of Yreka,2016-08-24 14:55:00+00:00,1.0,5.0,,,2016-08-24 14:55:00+00:00,2016-08-30 06:45:00+00:00,Wed,3,5.659722222222222,1852,44076,6287,16283,7.010656911086368,"Rural, Urban, Rural, Rural, Rural"
32.0,CAL FIRE Siskiyou Unit,2016,Siskiyou,2016-09-13 18:30:00+00:00,,41.6314,"off of Moffett Creek Rd and Luce Gulch Rd, northeast of Fort Jones",-122.7933,Moffett Fire,"The Moffett Fire started on September 12, 2016 off of Moffett Creek Rd and Luce Gulch Rd, northeast of Fort Jones (Siskiyou County) and burned 32 acres.",2016-09-12 16:28:00+00:00,,,,,2016-09-12 16:28:00+00:00,2016-09-13 18:30:00+00:00,Mon,1,1.0847222222222224,1852,44076,6287,16283,7.010656911086368,Rural
78698.0,Klamath National Forest,2017,Siskiyou,2018-01-09 12:43:00+00:00,,41.841,"5 miles W of Happy Camp, CA",-123.474,Eclipse Complex,"The Eclipse Complex started on August 15, 2015 west of Happy Camp in the Klamath National Forest (Siskiyou County) and burned 78,698 acres. It was contained on November 29. 2017. ",2017-08-15 07:55:00+00:00,,,,,2017-08-15 07:55:00+00:00,2018-01-09 12:43:00+00:00,Tue,2,147.20000000000005,1852,44076,6287,16283,7.010656911086368,Rural
27276.0,Six Rivers National Forest,2017,"Siskiyou, Humboldt",2018-01-09 12:07:00+00:00,,41.59,"About 18 miles northwest of Orleans, California in Siskiyou County.",-123.501,Orleans Complex,"The Orleans Complex started on July 26, 2017 northwest of Orleans on the Six Rivers National Forest in Siskiyou County and burned 27,276 acres. ",2017-07-26 18:00:00+00:00,,,,,2017-07-26 18:00:00+00:00,2018-01-09 12:07:00+00:00,Wed,3,166.75486111111113,1852,44076,6287,16283,7.010656911086368,"Rural, Rural"
3142.0,Six Rivers National Forest,2017,Siskiyou,2018-01-09 12:26:00+00:00,,41.853,"Siskiyou Wilderness, Six Rivers NF",-123.676,Young Fire,"The Young fire started on August 7, 2017 in the Siskiyou Wilderness of the Six Rivers National Forest. ",2017-08-07 17:45:00+00:00,,,,,2017-08-07 17:45:00+00:00,2018-01-09 12:26:00+00:00,Mon,1,154.77847222222226,1852,44076,6287,16283,7.010656911086368,Rural
469.0,CAL FIRE Siskiyou Unit,2017,"Siskiyou, Kern",2018-01-09 11:44:00+00:00,,41.3975,"Highway 3 & Fay Lane, south of Etna",-122.8428,Fay Fire,"The Fay Fire started on July 5, 2017 off Highway 3 & Fay Lane, south of Etna (Siskiyou County) and burned 469 acres.",2017-07-05 11:05:00+00:00,,,,,2017-07-05 11:05:00+00:00,2018-01-09 11:44:00+00:00,Wed,3,188.02708333333337,1852,44076,6287,16283,7.010656911086368,"Rural, Suburban"
56.0,CAL FIRE Siskiyou Unit,2017,Siskiyou,2018-01-09 10:59:00+00:00,,41.93006,Ager Beswick Rd. and Crest Ln. south of Copco Lake,-122.36545,Bogus Fire,"The Bogus Fire started on June 18, 2017 near Ager Beswick Road and Crest Lane, south of Copco Lake in Siskiyou County and burned 56 acres.",2017-06-18 15:45:00+00:00,,,,,2017-06-18 15:45:00+00:00,2018-01-09 10:59:00+00:00,Sun,0,204.80138888888888,1852,44076,6287,16283,7.010656911086368,Rural
55.0,CAL FIRE Siskiyou Unit,2017,"Siskiyou, Inyo",2018-01-09 12:47:00+00:00,,41.99483,"off of Owens Rd and Hwy 97, northeast of Dorris ",-121.90077,Owens Fire,"The Owens Fire started on August 29, 2017 off Owens Rd and Hwy 97, northeast of Dorris (Siskiyou County) and burned 55 acres.",2017-08-29 15:39:00+00:00,,,,,2017-08-29 15:39:00+00:00,2018-01-09 12:47:00+00:00,Tue,2,132.88055555555556,1852,44076,6287,16283,7.010656911086368,"Rural, Rural"
54.0,Shasta-Trinity National Forest ,2017,"Siskiyou, Siskiyou, Monterey",2018-01-09 12:46:00+00:00,,41.222,West of Dunsmuir,-122.292,Bradley Fire,"The Bradley Fire started on August 28, 2017, west of Dunsmuir (Siskiyou County). ",2017-08-28 22:00:00+00:00,,,,,2017-08-28 22:00:00+00:00,2018-01-09 12:46:00+00:00,Mon,1,133.61527777777778,1852,44076,6287,16283,7.010656911086368,"Rural, Rural, Suburban"
46.0,CAL FIRE Siskiyou Unit,2017,Siskiyou,2018-01-09 10:27:00+00:00,,41.8721,"Whitepine Road and Blue Heron Place, 10 miles east of Hornbrook ",-122.4571,Whitepine Fire,"The whitepine Fire started on June 6, 2017 off of Whitepine Road and Blue Heron Place, 10 miles east of Hornbrook (Siskiyou County) and burned 46 acres.",2017-06-06 16:38:00+00:00,,,,,2017-06-06 16:38:00+00:00,2018-01-09 10:27:00+00:00,Tue,2,216.7423611111111,1852,44076,6287,16283,7.010656911086368,Rural
41.0,Rogue-River-Siskiyou National Forest,2017,"Siskiyou, Plumas",2018-01-09 12:38:00+00:00,,41.99279,Wards Fork south of Donomore Meadows near the Oregon border.,-122.9401,Ward Fire,"The Ward Fire started on August 13, 2017, in Wards Fork near Donomore in Siskiyou County and burned 41 acres. ",2017-08-13 12:41:00+00:00,,,,,2017-08-13 12:41:00+00:00,2018-01-09 12:38:00+00:00,Sun,0,148.99791666666667,1852,44076,6287,16283,7.010656911086368,"Rural, Rural"
19.0,CAL FIRE Siskiyou Unit,2017,"Siskiyou, Tulare, El Dorado",2018-01-09 11:08:00+00:00,,40.703775,off Campus Dr. and Moonlit Oaks Ave. in Yreka ,-122.645079,King Fire,"The King Fire started on June 26, 2017 off Campus Dr. and Moonlit Oaks Ave in Yreka and burned 19 acres.",2017-06-26 12:30:00+00:00,,,,,2017-06-26 12:30:00+00:00,2018-01-09 11:08:00+00:00,Mon,1,196.94305555555562,1852,44076,6287,16283,7.010656911086368,"Rural, Suburban, Rural"
0.0,Klamath National Forest,2017,Siskiyou,2018-01-09 12:05:00+00:00,,41.702,"Clear Creek Drainage, 7 miles southwest of Happy Camp (Siskiyou County)",-123.508,Clear Complex (merged into Eclipse Complex),"The Clear Complex satarted on July 25th 2017 offClear Creek Drainage, 7 miles southwest of Happy Camp (Siskiyou County).",2017-07-25 12:45:00+00:00,,,,,2017-07-25 12:45:00+00:00,2018-01-09 12:05:00+00:00,Tue,2,167.97222222222226,1852,44076,6287,16283,7.010656911086368,Rural
0.0,Klamath National Forest,2017,Siskiyou,2018-01-09 11:43:00+00:00,,41.86609,"Off Hwy 96 & Dutch Creek Rd, east of Oak Knoll",-122.73031,Klamath Fire,"The Klamath Fire started on July 4, 2017 off Hwy 96 & Dutch Creek Rd, east of Oak Knoll (Siskiyou County).",2017-07-04 15:21:00+00:00,,,,,2017-07-04 15:21:00+00:00,2018-01-09 11:43:00+00:00,Tue,2,188.84861111111115,1852,44076,6287,16283,7.010656911086368,Rural
0.0,CAL FIRE Siskiyou Unit / Klamath National Forest,2017,Siskiyou,2018-01-09 11:07:00+00:00,,41.841,"14 miles west of Etna, California in the Marble Mountain Wilderness",-123.474,Salmon-August Complex ,"This complex of six fires includes the Island Fire started on June 25, 2017 14 miles west of Etna, California in the Marble Mountain Wilderness (Siskiyou County), the Wallow Fire, Pointers fire, Mary fire, Grizzly fire, Garden fire and Deep fire.",2017-06-25 17:00:00+00:00,,,,,2017-06-25 17:00:00+00:00,2018-01-09 11:07:00+00:00,Sun,0,197.75486111111115,1852,44076,6287,16283,7.010656911086368,Rural
38008.0,CAL FIRE Siskiyou Unit,2018,Siskiyou,2019-01-04 09:55:00+00:00,1.0,41.893332,"off Klamathon Road and Copco Road, south of Hornbrook",-122.534655,Klamathon Fire,"The Klamathon Fire started on July 5, 2018 off Klamathon Road and Copco Road, south of Hornbrook (Siskiyou County). The fire burned 38,008 acres, and was contained on July 21, 2018.",2018-07-05 12:31:00+00:00,12.0,83.0,,,2018-07-05 12:31:00+00:00,2019-01-04 09:55:00+00:00,Thu,4,182.89166666666668,1852,44076,6287,16283,7.010656911086368,Rural
224.0,CAL FIRE Siskiyou Unit,2018,Siskiyou,2019-01-04 09:44:00+00:00,,41.70877,"Shasta Valley Wildlife Area, 4 miles south east of Montague ",-122.47293,Steamboat Fire,"The Steamboat Fire started on July 15, 2018 near the Shasta Valley Wildlife Area, 4 miles south east of Montague (Siskiyou County) and burned 224 acres. It was contained on July 19, 2018.",2018-07-15 09:58:00+00:00,,,,,2018-07-15 09:58:00+00:00,2019-01-04 09:44:00+00:00,Sun,0,172.99027777777778,1852,44076,6287,16283,7.010656911086368,Rural
215.0,Klamath National Forest,2018,Siskiyou,2019-01-04 09:56:00+00:00,,41.085,Petersburg and Caribou Creek Rd 3 MI SW of Cecilville,-123.051,Petersburg Fire,"The Petersburg Fire Started June 1 2018 near Petersburg and Caribou Creek Rd 3 MI SW of Cecilville (Siskiyou County). The fire was contained on July 10, 2018 and burned 215 acres.",2018-07-01 18:13:00+00:00,,,,,2018-07-01 18:13:00+00:00,2019-01-04 09:56:00+00:00,Sun,0,186.65486111111113,1852,44076,6287,16283,7.010656911086368,Rural
127.0,CAL FIRE Siskiyou Unit,2018,Siskiyou,2019-01-04 10:25:00+00:00,,41.65935,"west of Rancho Hills, community of Lake Shastina, north of Weed",-122.48556,Shastina Fire,"The Shastina Fire started on May 9, 2018 west of Rancho Hills, community of Lake Shastina, north of Weed (Siskiyou County) and burned 127 acres. It was contained on May 17, 2018.",2018-05-09 18:11:00+00:00,,,,,2018-05-09 18:11:00+00:00,2019-01-04 10:25:00+00:00,Wed,3,239.67638888888888,1852,44076,6287,16283,7.010656911086368,Rural
37.0,CAL FIRE Siskiyou Unit,2018,Siskiyou,2019-01-04 10:17:00+00:00,,41.58233,"Martin Dr. and Stanton Drive, NE of Lake Shastina",-122.33769,Martin Fire,"The Martin Fire started June 3 2018 near Martin Dr. and Stanton Drive, NE of Lake Shastina (Siskiyou County). This fire burned 37 acres and was contained on June 4, 2018.",2018-06-03 16:14:00+00:00,,,,,2018-06-03 16:14:00+00:00,2019-01-04 10:17:00+00:00,Sun,0,214.75208333333333,1852,44076,6287,16283,7.010656911086368,Rural
